filename,restaurant_title,geography_city,state,year,menuType,rest,tags
4069095.jpg,Copley Plaza Hotel Dining Menu,Boston%2C%20MA,Massachusetts,1913,0,,
4069098.jpg,Aldine Club Menu,,n%2Fa,1913,0,,
448140.jpg,Harvard University Class Of 1863 25th Anniversary Menu,Boston%2C%20MA,Massachusetts,1888,2,,
459457.jpg,Seventh Annual Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1888,2,delmonicos,
459461.jpg,"Dinner honoring Hon. Chas. F. Fairchild, Secretary of the Treasury",Brooklyn%2C%20NY,New%20York,1888,2,,
459473.jpg,BANQUET OF THE BRITISH FISHERIES COMMISSION,New%20York%2C%20NY,New%20York,1888,2,,
466395.jpg,Lunch Menu on SS AUGUSTE VICTORIA,Hamburg%2C%20Germany,n%2Fa,1900,0,,
466399.jpg,DINNER MENU at SS SOUTHWAREZ,Red%20Star%20Line,n%2Fa,1900,1,,
466402.jpg,Dinner Menu at Marie Antoinette Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466407.jpg,Dinner Menu at Union Hotel & Restaurant,,n%2Fa,1900,0,,
466408.jpg,Dinner Menu on R.M.S. 'CAMPANIA',,n%2Fa,1900,1,,
466411.jpg,Luncheon Menu at Marie Antoinette Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466413.jpg,Breakfast Menu on S.S. 'WESTERNLAND',,n%2Fa,1900,1,,
466417.jpg,Dinner Menu on S.S. 'WESTERNLAND' by RED STAR LINE,Red%20Star%20Line,n%2Fa,1900,1,,
466419.jpg,Lunch menu on S.S. 'SOUTHWARK' by RED STAR LINE,,n%2Fa,1900,1,,
466420.jpg,Dinner Menu on S.S. 'SOUTHWARK' by RED STAR LINE,,n%2Fa,1900,1,,
466422.jpg,Dinner at Bristol Hotel,Naples%2C%20Italy,n%2Fa,1900,0,,
466432.jpg,Breakfast Menu on R.M.S. Oceanic,,n%2Fa,1900,1,,
466433.jpg,Lunch Menu on R.M.S. Oceanic,,n%2Fa,1900,1,,
466435.jpg,Dinner Menu on R.M.S. Oceanic,,n%2Fa,1900,1,,
466436.jpg,Cunard Line Luncheon Menu,,n%2Fa,1900,1,,
466437.jpg,Dinner Menu on Cunard Line's R.M.S. Campania,,n%2Fa,1900,1,,
466438.jpg,Breakfast Menu on Cunard Line's R.M.S. Campania,,n%2Fa,1900,1,,
466440.jpg,Dinner Menu on R.M.S. Campania by Cunard Line,,n%2Fa,1900,1,,
466441.jpg,DINNER MENU ABOARD S.S. WESTERNLAND,,n%2Fa,1900,1,,
466443.jpg,LUNCH MENU ABOARD S.S. WESTERNLAND,,n%2Fa,1900,1,,
466447.jpg,LUNCH MENU ABOARD S.S. SOUTHWARK,,n%2Fa,1900,1,,
466449.jpg,DINNER MENU ABOARD S.S. SOUTHWARK,,n%2Fa,1900,1,,
466450.jpg,BREAKFAST MENU ABOARD S.S. SOUTHWARK,,n%2Fa,1900,1,,
466452.jpg,Dinner Menu at Parker's Hotel (Late Tram0ntano),Naples%2C%20Italy,n%2Fa,1900,0,,
466454.jpg,Hotel Marie Antoinette Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466460.jpg,Manhattan Hotel Dinner Menu,New%20York%2C%20NY,New%20York,1900,0,,
466462.jpg,Breakfast Menu on S.S. Westernland,,n%2Fa,1900,1,,
466463.jpg,Lunch Menu on S.S. Westernland,,n%2Fa,1900,1,,
466464.jpg,TIMEO HOTEL LUNCH OR DINNER MENU,Taormina%2C%20Sicily,n%2Fa,1900,0,,
466466.jpg,Luncheon Menu at Manhattan Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466467.jpg,Hotel Marlborough Dinner Menu,New%20York%2C%20NY,New%20York,1900,0,,
466471.jpg,Breakfast Menu on SS WESTERNLAND,Red%20Star%20Line,n%2Fa,1900,1,,
466472.jpg,Supper Menu at Hotel Marlborough,New%20York%2C%20NY,New%20York,1900,0,,
466473.jpg,Breakfast Menu at Hotel Marlborough,New%20York%2C%20NY,New%20York,1900,0,,
466477.jpg,DAILY CARTE DU JOUR at Hotel Marlborough,New%20York%2C%20NY,New%20York,1900,0,,
466484.jpg,Dinner Menu on Cunard Line's RMS CAMPANIA,,n%2Fa,1900,1,,
466486.jpg,Cafe Breakfast at Hotel Marlborough,New%20York%2C%20NY,New%20York,1900,0,,
466487.jpg,Hotel Marie Antoinette Lunch Menu,New%20York%2C%20NY,New%20York,1900,0,,
466489.jpg,Breakfast Menu on SS Trinidad,Quebec%2C%20Canada,n%2Fa,1900,1,,
466490.jpg,Dinner Menu on SS Trinidad,Quebec%2C%20Canada,n%2Fa,1900,1,,
466491.jpg,RED STAR LINE DINNER MENU,,n%2Fa,1900,1,,
466495.jpg,Breakfast at Park Avenue Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466497.jpg,Breakfast Menu on S.S. COPTIC,,n%2Fa,1900,1,,
466498.jpg,Lunch Menu on S.S. COPTIC,,n%2Fa,1900,1,,
466502.jpg,Breakfast Menu on S.S. WESTERNLAND,,n%2Fa,1900,1,,
466503.jpg,LUNCH menu on S.S. WESTERNLAND by RED STAR LINE,,n%2Fa,1900,1,,
466505.jpg,R.M.S. ETRURIA Menu,,n%2Fa,1900,1,,
466506.jpg,Breakfast Menu on S.S. 'TRINIDAD' by Quebec Steamship Company,Quebec%2C%20Canada,n%2Fa,1900,1,,
466513.jpg,TIMEO HOTEL MENU,Taormina%2C%20Sicily,n%2Fa,1900,0,,
466514.jpg,Breakfast at Princess Hotel,Bermuda,n%2Fa,1900,0,,
466516.jpg,Cunard Line Luncheon Menu,,n%2Fa,1900,1,,
466519.jpg,Dinner at Legation Des Etat Unis D'amerique,Petropolis%2C%20BRAZIL,n%2Fa,1900,0,,
466520.jpg,Lunch Menu at Sherman Square Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466524.jpg,Lunch Menu at Princess Hotel,Hamilton%2C%20BERMUDA,n%2Fa,1900,0,,
466529.jpg,LUNCH MENU - Occidental & Oriental Steamship Co.,,n%2Fa,1900,1,,
466537.jpg,Breakfast Menu on Cunard Line's R.M.S. Etruria,,n%2Fa,1900,1,,
466538.jpg,Cunard Line Luncheon Menu,,n%2Fa,1900,1,,
466539.jpg,"Dinner Menu on R.M.S. ETRURIA, Cunard Line",,n%2Fa,1900,1,,
466540.jpg,Dinner Menu on S.S. Trinidad,Quebec%20City%2C%20Quebec,n%2Fa,1900,1,,
466541.jpg,Farewell Banquet to the S.A. Bushmen's Corps,Adelaide%2C%20Australia,n%2Fa,1900,2,,
466542.jpg,Breakfast Menu at Sherman Square Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466544.jpg,Daily Menu at Hotel Colombo,New%20York%2C%20NY,New%20York,1900,0,,
466545.jpg,Table d'hote dinner at Hotel Colombo,New%20York%2C%20NY,New%20York,1900,0,,
466550.jpg,Wedding Dinner at Delmonico's NY,New%20York%2C%20NY,New%20York,1900,2,delmonicos,
466551.jpg,Breakfast Menu on SS Trinidad,,n%2Fa,0190,1,,
466552.jpg,Dinner Menu on SS Trinidad,Quebec%2C%20Canada,n%2Fa,1900,1,,
466553.jpg,Dinner Menu at Tampa Bay Hotel,Tampa%2C%20FL,Florida,1900,0,,
466554.jpg,Breakfast Menu on SS Trinidad,,n%2Fa,1900,1,,
466555.jpg,Luncheon Menu on SS Trinidad,,n%2Fa,1900,1,,
466556.jpg,Castle Garden Hotel Daily Bill of Fare,New%20York%2C%20NY,New%20York,1900,0,,
466557.jpg,Blottner's Cafe & Restaurant Daily Bill of Fare,New%20York%2C%20NY,New%20York,1900,0,,
466559.jpg,Dinner at Pratt Institute Graduates Association Library School,New%20York%2C%20NY,New%20York,1900,0,,
466564.jpg,Dinner Menu on Cunard Line's R. M. S. ETRURIA,,n%2Fa,1900,1,,
466571.jpg,Daily Menus at Hospital,,n%2Fa,1900,0,,
466575.jpg,FRUHSTUCK/LUNCH menu on SCHNELLDAMPFER AUGUST VICTORIA,Hamburg%2C%20Germany,n%2Fa,1900,1,,
466577.jpg,"Breakfast Menu on R. M. S. ETRURIA, Cunard Line",,n%2Fa,1900,1,,
466583.jpg,Lunch Menu on SS COPTIC,,n%2Fa,1900,1,,
466586.jpg,PABST BLUE RIBBON DINNER,,n%2Fa,1900,0,,
466588.jpg,Maxwell House Dinner Menu,NASHVILLE%2C%20TN,Tennessee,1900,0,,
466589.jpg,Maxwell House Luncheon Menu,Nashville%2C%20TN,Tennessee,1900,0,,
466596.jpg,Breakfast at Maxwell House,NASHVILLE%2C%20TN,Tennessee,1900,0,,
466597.jpg,Maxwell House Supper Menu,NASHVILLE%2C%20TN,Tennessee,1900,0,,
466602.jpg,184th Regular Dinner at XIII Club,New%20York%2C%20NY,New%20York,1900,2,,
466614.jpg,Breakfast Menu on S.S. 'COPTIC',,n%2Fa,1900,1,,
466615.jpg,Lunch Menu on S.S. 'COPTIC',,n%2Fa,1900,1,,
466621.jpg,SAVOY HOTEL MENU,New%20York%2C%20NY,New%20York,1900,0,,
466631.jpg,LUNCH MENU ABOARD SCHNELLDAMPMER AUGUSTE VICTORIA,Hamburg%2C%20Germany,n%2Fa,1900,1,,
466633.jpg,Breakfast at Hotel Jermyn,Scranton%2C%20PA,Pennsylvania,1900,0,,
466634.jpg,Hotel Jermyn Luncheon Menu,Scranton%2C%20PA,Pennsylvania,1900,0,,
466635.jpg,Hotel Jermyn Dinner Menu,Scranton%2C%20PA,Pennsylvania,1900,0,,
466636.jpg,Supper Menu at Hotel Jermyn,Scranton%2C%20PA,Pennsylvania,1900,0,,
466637.jpg,P.R.R. (PENNSYLVANIA RR) DINNER at RR STATION,,n%2Fa,1900,0,,
466638.jpg,Daily Menu at Ewing's New Restaurant,Jersey%20City%2C%20NJ,New%20Jersey,1900,0,,
466640.jpg,Daily Menu at New York Athletic Club,New%20York%2C%20NY,New%20York,1900,0,,
466641.jpg,Daily Menu at Union League Club,New%20York%2C%20NY,New%20York,1900,0,,
466642.jpg,Lunch or Early Dinner Menu at Sturtevant House,,n%2Fa,1900,0,,
466643.jpg,Luncheon Menu at Broadway Central Hotel,Broadway%2C%20NY,New%20York,1900,0,,
466645.jpg,Breakfast at Pennsylvania R.R. Station,Jersey%20City%2C%20NJ,New%20Jersey,1900,0,,
466646.jpg,Dinner Menu at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466647.jpg,Hotel Savoy Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466651.jpg,Club Dinner at New York Athletic Club,New%20York%2C%20NY,New%20York,1900,0,,
466652.jpg,Westminster Hotel Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466653.jpg,Daily Menu at Colonial Club Of New York,New%20York%2C%20NY,New%20York,1900,2,,
466654.jpg,Daily Menu at Calumet Club Of New York,New%20York%2C%20NY,New%20York,1900,0,,
466655.jpg,Dinner Menu at Sherman Square Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466656.jpg,TABLE d'HOTE DINNER at Savoy Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466657.jpg,Luncheon Bill of Fare at Park Ave. Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466658.jpg,Park Avenue Hotel Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466659.jpg,Table d'hote dinner at Park Avenue Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466660.jpg,Dinner Menu at Park Avenue Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466661.jpg,Dinner A La Carte at Park Avenue Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466663.jpg,Luncheon Menu at Marie Antoinette Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466664.jpg,Dinner Menu at Marie Antoinette Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466665.jpg,Lunch Menu at Sherman Square Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466671.jpg,Evening Dinner at Bert Hough & Tony Franker Pabst Blue Ribbon,Chicago%2C%20IL,Illinois,1900,0,,
466672.jpg,Luncheon Menu at Tampa Bay Hotel,Tampa%2C%20FL,Florida,1900,0,,
466673.jpg,Breakfast Menu at Arlington Hotel,Toronto%2C%20ON%2C%20CANADA,n%2Fa,1900,0,,
466674.jpg,Arlington Hotel Luncheon Menu,Toronto%2C%20ON%2C%20CANADA,n%2Fa,1900,0,,
466679.jpg,Lunch Menu on SS Louisiana,,n%2Fa,1900,1,,
466680.jpg,Daily Luncheon Menu at Wm. Mangler Catering Co.,Chicago%2C%20IL,Illinois,1900,0,,
466684.jpg,Vogelsang's Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466686.jpg,Dinner Menu at Arlington Hotel,Toronto%2C%20ON%2C%20CANADA,n%2Fa,1900,0,,
466695.jpg,Dinner Menu at Cromwell Steamship Company,,n%2Fa,1900,1,,
466699.jpg,Childs' Lunch Rooms Menu,New%20York%2C%20NY,New%20York,1900,0,,
466704.jpg,Evening Dinner at Pabst Blue Ribbon,Chicago%2C%20IL,Illinois,1900,0,,
466710.jpg,Hotel Majestic Luncheon Menu,New%20York%2C%20NY,New%20York,1900,0,,
466714.jpg,Breakfast at Hotel Majestic,New%20York%2C%20NY,New%20York,1900,0,,
466715.jpg,CARTE DU JOUR/DINNER at Hotel Manhattan,New%20York%2C%20NY,New%20York,1900,0,,
466716.jpg,Lunch Menu at Hotel Grenoble,New%20York%2C%20NY,New%20York,1900,0,,
466717.jpg,Dinner at Hotel Majestic,New%20York%2C%20NY,New%20York,1900,0,,
466719.jpg,Carte du Jour at Hotel Grenoble,New%20York%2C%20NY,New%20York,1900,0,,
466724.jpg,Special Lenten Dishes Menu,,n%2Fa,1900,0,,
466725.jpg,Cromwell Steamship Company Menu,,n%2Fa,1900,1,,
466726.jpg,Dinner Menu at Cromwell Steamship Company,,n%2Fa,1900,1,,
466728.jpg,Lunch Menu on HAMBURG-AMERIKA LINIE's SCHNELLDAMPFER 'AUGUSTE VICTORIA',Hamburg%2C%20Germany,n%2Fa,1900,1,,
466735.jpg,Bill of Fare,New%20York%2C%20NY,New%20York,1900,0,,
466736.jpg,Bill of Fare,New%20York%2C%20NY,New%20York,1900,0,,
466742.jpg,Dinner at Hotel Des Temples,Girgenti%2C%20Sicily,n%2Fa,1900,0,,
466743.jpg,Daily Menu at Mills Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466749.jpg,Hotel Des Temples Menu,,n%2Fa,1900,0,,
466750.jpg,Lunch Menu on Hamburg-Amerika Linie's Express Steamer,Hamburg%2C%20Germany,n%2Fa,1900,1,,
466764.jpg,Dinner at Haddon Hall,Atlantic%20City%2C%20NJ,New%20Jersey,1900,0,,
466780.jpg,Daily Soup Menu at Grenoble Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466781.jpg,U.S. ARMY - SUBSISTENCE DEPT. LUNCHEON,,n%2Fa,1900,0,,
466782.jpg,US ARMY - SUBSISTENCE DEPT. DINNER at TRANSPORT,,n%2Fa,1900,1,,
466783.jpg,Supper Menu at Haddon Hall,Philadelphia%2C%20PA,Pennsylvania,1900,0,,
466785.jpg,11th Annual Banquet Menu,St.%20Louis%2C%20MO,Missouri,1900,0,,
466788.jpg,Daily Menu at Pioneer Dining Car Line,,n%2Fa,1900,1,,
466792.jpg,Breakfast at Vendome Hotel,Boston%2C%20MASS.,Massachusetts,1900,0,,
466794.jpg,Dinner Menu at Mills Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466796.jpg,Breakfast Menu on Cromwell Steamship Company,,n%2Fa,1900,1,,
466797.jpg,Hotel De France Menu,,n%2Fa,1900,0,,
466801.jpg,Breakfast Menu at Cromwell Steamship Company,,n%2Fa,1900,1,,
466803.jpg,Willard's Hotel Breakfast Menu,Washington%2C%20DC,Washington%2C%20D.C.,1900,0,,
466804.jpg,Hotel Alms Dinner Menu,Cincinnati%2C%20OH,Ohio,1900,0,,
466808.jpg,Daily Lunch Menu at Grand Hotel,Naples%2C%20Italy,n%2Fa,1900,0,,
466810.jpg,Dinner Menu at Mills Hotel Restaurant,New%20York%2C%20NY,New%20York,1900,0,,
466811.jpg,Grand Hotel Dinner Menu,Naples%2C%20Italy,n%2Fa,1900,0,,
466813.jpg,Dinner Menu at Round Table Club,,n%2Fa,1900,2,,
466814.jpg,MILLS HOTEL RESTAURANT - BILL OF FARE/BREAKFAST/DINNER,New%20York%2C%20NY,New%20York,1900,0,,
466817.jpg,CARTE DU JOUR,New%20York%2C%20NY,New%20York,1900,2,,
466818.jpg,Table d'hote dinner at Union League Club,New%20York%2C%20NY,New%20York,1900,2,,
466819.jpg,Dinner Menu at Sheridan Square Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466820.jpg,BILL OF FARE/DINNER at Mills Hotel Restaurant,New%20York%2C%20NY,New%20York,1900,0,,
466824.jpg,Dinner Menu on R.M.S. LUCANIA by CUNARD LINE,,n%2Fa,1900,1,,
466825.jpg,Luncheon Table d'Hote at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466826.jpg,Luncheon A La Carte at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466827.jpg,Dinner Table D'Hote at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466828.jpg,Cafe Dinner Table D'Hote at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466829.jpg,CARTE DU JOUR,New%20York%2C%20NY,New%20York,1900,0,,
466831.jpg,Calumet Club Dining Menu,New%20York%2C%20NY,New%20York,1900,2,,
466832.jpg,CARTE DU JOUR,New%20York%2C%20NY,New%20York,1900,0,,
466835.jpg,Table d'hote dinner at Park Avenue Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466839.jpg,Elegant Dining Menu,,n%2Fa,1900,0,,
466842.jpg,Regular Menu,New%20York%2C%20NY,New%20York,1900,0,,
466843.jpg,SHERMAN SQUARE HOTEL MENU,New%20York%2C%20NY,New%20York,1900,0,,
466846.jpg,Dinner Menu on R.M.S. 'LUCANIA' by CUNARD LINE,,n%2Fa,1900,1,,
466847.jpg,Hotel Dining Menu,Eastman%2C%20Georgia,Georgia,1900,0,,
466848.jpg,Manhattan Club Menu,New%20York%2C%20NY,New%20York,1900,0,,
466849.jpg,Menu for Master Printers' Association Event at Narragansett Hotel,,n%2Fa,1900,0,,
466854.jpg,CLAREMONT HOTEL MENU,Claremont%2C%20California,California,1900,0,,
466857.jpg,Breakfast Menu on R.M.S. 'LUCANIA',,n%2Fa,1900,1,,
466870.jpg,Lunch Menu on Kaiser Wilhelm der Grosse,,n%2Fa,1900,1,,
466876.jpg,CUNARD LINE LUNCHEON MENU,,n%2Fa,1900,1,,
466877.jpg,DINNER MENU - CUNARD LINE,,n%2Fa,1900,1,,
466878.jpg,Breakfast Menu on R.M.S. Empress of China,,n%2Fa,1900,1,,
466883.jpg,Breakfast Menu on Kaiser Wilhelm der Grosse,,n%2Fa,1900,1,,
466886.jpg,LUNCHEON MENU ABOARD R.M.S. EMPRESS OF CHINA,,n%2Fa,1900,1,,
466891.jpg,Dinner at Royal Hotel Gibralter,Gibraltar,n%2Fa,1900,0,,
466902.jpg,Alpha Kappa Phi Anniversary Dinner at Hotel Manhattan,New%20York%2C%20NY,New%20York,1900,2,,
466905.jpg,Easter Breakfast at Murray Hill Hotel,New%20York%2C%20NY,New%20York,1900,2,,
466911.jpg,Norddeutsch Lloyd Bremen Menu,Bremen%2C%20Germany,n%2Fa,1900,1,,
466917.jpg,Easter Dinner at Cafe Boulevard,New%20York%2C%20NY,New%20York,1900,2,,
466922.jpg,Easter Breakfast at Hotel Dennis,Atlantic%20City%2C%20NJ,New%20Jersey,1900,2,,
466926.jpg,Easter Luncheon at Hotel Eastman,Hot%20Springs%2C%20AR,Arkansas,1900,2,,
466928.jpg,Easter Breakfast at Hotel Eastman,Hot%20Springs%2C%20AR,Arkansas,1900,2,,
466930.jpg,Easter Dinner at Republican House,Milwaukee%2C%20WI,Wisconsin,1900,2,,
466932.jpg,Lunch Menu on Dampfer Kaiser Wilhelm der Grosse,,n%2Fa,1900,1,,
466935.jpg,Dinner Menu on R.M.S. Empress of China,,n%2Fa,1900,1,,
466939.jpg,Supper at Hotel Netherland,New%20York%2C%20NY,New%20York,1900,0,,
466944.jpg,Cafe Luncheon at Hotel Marlborough,New%20York%2C%20NY,New%20York,1900,0,,
466946.jpg,Dinner at Manhattan Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466948.jpg,Breakfast menu on S.S. 'Doric' by Occidental & Oriental,,n%2Fa,1900,1,,
466949.jpg,Lunch Menu on S.S. 'DORIC' by Occidental & Oriental Steamship Company,,n%2Fa,1900,1,,
466951.jpg,Breakfast Menu on R.M.S. 'Empress of China',,n%2Fa,1900,1,,
466952.jpg,Luncheon Menu on R.M.S. Empress of China,,n%2Fa,1900,1,,
466953.jpg,Dinner at Freemasons' Tavern,London%2C%20England,n%2Fa,1900,2,,
466954.jpg,Carte du Jour at Manhattan Hotel,New%20York%2C%20NY,New%20York,1900,0,,
466957.jpg,Breakfast Menu Aboard R.M.S. Empress of China,,n%2Fa,1900,1,,
466958.jpg,Steamship Dining Menu,,n%2Fa,1900,1,,
466960.jpg,Dinner at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
466963.jpg,Lunch Menu aboard Panama Line Steamship City of Para,,n%2Fa,1900,1,,
466967.jpg,Lunch Menu aboard S.S. Doric,,n%2Fa,1900,1,,
466968.jpg,Breakfast Menu aboard S.S. Doric,,n%2Fa,1900,1,,
466969.jpg,Dinner at Hotel Imperial,Vienna%2C%20AUSTRIA,n%2Fa,1900,0,,
466973.jpg,LUNCH MENU ON S.S. DORIC,,n%2Fa,1900,1,,
466975.jpg,SHAKEPEARE COMMEMORATION MENU,London%2C%20England,n%2Fa,1900,2,,
466977.jpg,Lunch Menu aboard R.M.S. Empress of China,,n%2Fa,1900,1,,
466985.jpg,Dinner Menu on Cunard Line's R.M.S. Lucania,,n%2Fa,1900,1,,
466986.jpg,LUNCHEON MENU - CANADIAN PACIFIC RAILWAY,,n%2Fa,1900,1,,
466987.jpg,Sunday Dinner at Cafe Boulevard,New%20York%2C%20NY,New%20York,1900,0,,
466993.jpg,Lunch Menu Aboard Panama Line Steamship City of Para,,n%2Fa,1900,1,,
466995.jpg,SECOND ANNUAL DINNER at MOUQUIN'S,,n%2Fa,1900,2,,
466996.jpg,Dinner Menu on RMS Empress of China,,n%2Fa,1900,1,,
467001.jpg,Breakfast Menu on RMS Lucania,,n%2Fa,1900,1,,
467002.jpg,Luncheon Menu on RMS Lucania,,n%2Fa,1900,1,,
467003.jpg,Dinner Menu on RMS Lucania,,n%2Fa,1900,1,,
467006.jpg,Dinner Menu on RMS EMPRESS OF CHINA,Vancouver%2C%20British%20Columbia,n%2Fa,1900,1,,
467017.jpg,Breakfast Menu on Pacific Mail Steamship Co.,CITY%20OF%20PARA,n%2Fa,1900,1,,
467019.jpg,Annual Banquet Menu,St.%20Louis%2C%20MO,Missouri,1900,2,,
467026.jpg,Dinner Menu on R.M.S. 'EMPRESS OF CHINA' by CANADIAN PACIFIC RAILWAY COMPANY,,n%2Fa,1900,1,,
467031.jpg,Cunard Line Luncheon Menu,,n%2Fa,1900,1,,
467034.jpg,Breakfast Menu on S.S. 'CITY OF PARA',,n%2Fa,1900,1,,
467043.jpg,Farewell Dinner at SHERRY'S,New%20York%2C%20NY,New%20York,1900,2,,
467044.jpg,Business Men's Lunch at Central Restaurant & Roof Garden,New%20York%2C%20NY,New%20York,1900,0,,
467045.jpg,Table d'hote dinner at Central Restaurant & Roof Garden,New%20York%2C%20NY,New%20York,1900,0,,
467050.jpg,BREALFAST menu aboard CUNARD LINE's R.M.S. LUCANIA,,n%2Fa,1900,1,,
467060.jpg,Breakfast at Riggs House,Washington%2C%20D.C.,Washington%2C%20D.C.,1900,0,,
467061.jpg,Daily Dinner Menu at Riggs House,Washington%2C%20D.C.,Washington%2C%20D.C.,1900,0,,
467062.jpg,Dinner Menu at Gridiron National Convention,Washington%2C%20D.C.,Washington%2C%20D.C.,1900,2,,
467064.jpg,35th Anniversary Dinner,Brooklyn%2C%20NY,New%20York,1900,0,,
467065.jpg,Gunther's Luncheon Menu,Chicago%2C%20IL,Illinois,1900,0,,
467069.jpg,BREAKFAST at SS KAISER WILHELM DER GROSSE,Norddeutscher%20Lloyd%20Bremen,n%2Fa,1900,1,,
467070.jpg,LUNCH at SS KAISER WILHELM DER GROSSE,Norddeutscher%20Lloyd%20Bremen,n%2Fa,1900,1,,
467083.jpg,Dinner for the Admiral of the Navy at University Club,Chicago%2C%20IL,Illinois,1900,2,,
467085.jpg,Cafe Service Meals at Car Astoria,Baltimore%2C%20Maryland,Maryland,1900,0,,
467086.jpg,Cafe Service Meals at Car Savoy,Baltimore%2C%20MD,Maryland,1900,1,,
467087.jpg,Dining Car Service Meals at Car Savoy,Baltimore%2C%20MD,Maryland,1900,1,,
467088.jpg,Dining Car Service Meals at Baltimore And Ohio RR Royal Blue Line,Baltimore%2C%20MD,Maryland,1900,1,,
467089.jpg,Dining Car Service Meals at Car Astoria,Baltimore%2C%20MD,Maryland,1900,1,,
467090.jpg,Dining Car Service Meals at Car Manhattan,Baltimore%2C%20Maryland,Maryland,1900,1,,
467091.jpg,Dining Car Service Meals at CAR LIVIUS,Baltimore%2C%20Maryland,Maryland,1900,1,,
467092.jpg,Breakfast Menu on the Baltimore and Ohio RR Royal Blue Line,Baltimore%2C%20Maryland,Maryland,1900,1,,
467093.jpg,Breakfast Menu on the Baltimore and Ohio RR Royal Blue Line,Baltimore%2C%20MD,Maryland,1900,0,,
467095.jpg,Breakfast Menu on Baltimore and Ohio RR Royal Blue Line,Baltimore%2C%20Maryland,Maryland,1900,1,,
467096.jpg,SUPPER Menu at CAR WALTON,Baltimore%2C%20MD,Maryland,1900,1,,
467097.jpg,Supper Menu on the Baltimore and Ohio RR Royal Blue Line,Baltimore%2C%20MD,Maryland,1900,1,,
467098.jpg,LUNCHEON MENU at BALTIMORE AND OHIO RR ROYAL BLUE LINE,Baltimore%2C%20Maryland,Maryland,1900,0,,
467099.jpg,DINNER MENU - BALTIMORE AND OHIO RR ROYAL BLUE LINE,Baltimore%2C%20MD,Maryland,1900,1,,
467104.jpg,Lunch Menu on SS Doric,,n%2Fa,1900,1,,
467113.jpg,SPECIAL LUNCHEON at Mandel's Tea Rooms,,n%2Fa,1900,2,,
467121.jpg,Lunch Menu on SS DORIC,,n%2Fa,1900,1,,
467124.jpg,Dinner at Hotel Manhattan,New%20York%2C%20NY,New%20York,1900,0,,
467128.jpg,Dinner Menu at Hotel Manhattan,New%20York%2C%20NY,New%20York,1900,0,,
467129.jpg,Cafe/Half Portion Breakfast at Hotel Savoy,,n%2Fa,1900,0,,
467130.jpg,Breakfast at Hotel Savoy,New%20York%2C%20NY,New%20York,1900,0,,
467146.jpg,Statler's Menu,,n%2Fa,1900,0,,
467148.jpg,Luncheon Menu in Cafe Car,,n%2Fa,1900,1,,
467149.jpg,Wine List at Cafe Car,,n%2Fa,1900,0,,
467150.jpg,Supper Menu in Cafe Car,,n%2Fa,1900,1,,
467151.jpg,Luncheon Menu on the Dining Car,,n%2Fa,1900,1,,
467152.jpg,Dinner Menu on Southern Railway Dining Car,,n%2Fa,1900,1,,
467153.jpg,Chesapeake & Ohio Railway Luncheon Menu,,n%2Fa,1900,1,,
467155.jpg,"LUNCHEON, A LA CARTE at DINING CAR 'PALMER'",,n%2Fa,1900,1,,
467156.jpg,"SUPPER, A LA CARTE at DINING CAR 'PALMER' on B&O BLUE LINE",,n%2Fa,1900,1,,
467157.jpg,Howard House Dinner Menu,Malone%2C%20NJ,New%20Jersey,1900,0,,
467158.jpg,Buffet Lunch at The Club,New%20York%2C%20NY,New%20York,1900,0,,
